PlayerName,lengthEs,lengthEN,AreaM,AreaF,LEye,REye,Mouth,MandE,EtoM,LEp,LEMp,Classfication
JR Smith,164,711,15138,154449,3,4,8.972,16,85,41,180,0
JR Smith,164,711,15138,154449,3,4,8.883,16,85,41,180,0
JR Smith,164,711,15138,154449,3,4,9.152,16,85,41,180,0
JR Smith,164,711,15138,154449,3,4,9.05,16,85,41,180,0
JR Smith,164,711,15138,154449,3,4,9.112,16,85,41,180,0
JR Smith,164,711,15138,154449,3,4,9.237,16,85,41,180,0
JR Smith,164,711,15138,154449,3,4,8.842,16,85,41,180,0
JR Smith,164,711,15138,154449,3,4,8.738,16,85,41,180,0
JR Smith,164,711,15138,154449,3,4,8.702,16,85,41,180,0
JR Smith,164,711,15138,154449,3,4,9.035,16,85,41,180,0
JR Smith,164,711,15138,154449,3,4,8.817,16,85,41,180,0
JR Smith,164,711,15138,154449,3,4,9.0,16,85,41,180,0
JR Smith,164,711,15138,154449,3,4,9.437,16,85,41,180,0
JR Smith,164,711,15138,154449,3,4,9.119,16,85,41,180,0
JR Smith,164,711,15138,154449,3,4,8.791,16,85,41,180,0
JR Smith,164,711,15138,154449,3,4,8.782,16,85,41,180,0
JR Smith,164,711,15138,154449,3,4,8.996,16,85,41,180,0
JR Smith,164,711,15138,154449,3,4,8.919,16,85,41,180,0
JR Smith,164,711,15138,154449,3,4,9.242,16,85,41,180,0
JR Smith,164,711,15138,154449,3,4,8.837,16,85,41,180,0
JR Smith,164,711,15138,154449,3,4,8.915,16,85,41,180,0
JR Smith,164,711,15138,154449,3,4,8.963,16,85,41,180,0
JR Smith,164,711,15138,154449,3,4,9.025,16,85,41,180,0
JR Smith,164,711,15138,154449,3,4,8.796,16,85,41,180,0
JR Smith,164,711,15138,154449,3,4,8.669,16,85,41,180,0
JR Smith,164,711,15138,154449,3,4,8.948,16,85,41,180,0
JR Smith,164,711,15138,154449,3,4,8.965,16,85,41,180,0
JR Smith,164,711,15138,154449,3,4,8.953,16,85,41,180,0
JR Smith,164,711,15138,154449,3,4,9.307,16,85,41,180,0
JR Smith,164,711,15138,154449,3,4,8.953,16,85,41,180,0
JR Smith,164,711,15138,154449,3,4,9.354,16,85,41,180,0
JR Smith,164,711,15138,154449,3,4,9.314,16,85,41,180,0
JR Smith,164,711,15138,154449,3,4,8.785,16,85,41,180,0
JR Smith,164,711,15138,154449,3,4,8.775,16,85,41,180,0
JR Smith,164,711,15138,154449,3,4,9,15.902,85,41,180,0
JR Smith,164,711,15138,154449,3,4,9,16.554,85,41,180,0
JR Smith,164,711,15138,154449,3,4,9,16.325,85,41,180,0
JR Smith,164,711,15138,154449,3,4,9,16.073,85,41,180,0
JR Smith,164,711,15138,154449,3,4,9,15.918,85,41,180,0
JR Smith,164,711,15138,154449,3,4,9,15.427,85,41,180,0
JR Smith,164,711,15138,154449,3,4,9,15.994,85,41,180,0
JR Smith,164,711,15138,154449,3,4,9,16.054,85,41,180,0
JR Smith,164,711,15138,154449,3,4,9,16.032,85,41,180,0
JR Smith,164,711,15138,154449,3,4,9,16.013,85,41,180,0
JR Smith,164,711,15138,154449,3,4,9,16.327,85,41,180,0
JR Smith,164,711,15138,154449,3,4,9,16.401,85,41,180,0
JR Smith,164,711,15138,154449,3,4,9,15.701,85,41,180,0
JR Smith,164,711,15138,154449,3,4,9,16.58,85,41,180,0
JR Smith,164,711,15138,154449,3,4,9,16.168,85,41,180,0
JR Smith,164,711,15138,154449,3,4,9,15.971,85,41,180,0
JR Smith,164,711,15138,154449,3,4,9,16.061,85,41,180,0
JR Smith,164,711,15138,154449,3,4,9,16.129,85,41,180,0
JR Smith,164,711,15138,154449,3,4,9,16.264,85,41,180,0
JR Smith,164,711,15138,154449,3,4,9,16.091,85,41,180,0
JR Smith,164,711,15138,154449,3,4,9,15.838,85,41,180,0
JR Smith,164,711,15138,154449,3,4,9,15.098,85,41,180,0
JR Smith,164,711,15138,154449,3,4,9,16.398,85,41,180,0
JR Smith,164,711,15138,154449,3,4,9,16.548,85,41,180,0
JR Smith,164,711,15138,154449,3,4,9,15.52,85,41,180,0
JR Smith,164,711,15138,154449,3,4,9,16.48,85,41,180,0
JR Smith,164,711,15138,154449,3,4,9,16.308,85,41,180,0
JR Smith,164,711,15138,154449,3,4,9,16.208,85,41,180,0
JR Smith,164,711,15138,154449,3,4,9,16.184,85,41,180,0
JR Smith,164,711,15138,154449,3,4,9,15.934,85,41,180,0
JR Smith,164,711,15138,154449,3,4,9,15.588,85,41,180,0
JR Smith,164,711,15138,154449,3,4,9,15.929,85,41,180,0
JR Smith,164,711,15138,154449,3,4,9,16.482,85,41,180,0
JR Smith,164,711,15138,154449,3,4,9,16.164,85,41,180,0
JR Smith,164,711,15138,154449,3,4,9,16.336,85,41,180,0
JR Smith,164,711,15138,154449,3,4,9,16.542,85,41,180,0
JR Smith,164,711,15138,154449,3,4,9,15.804,85,41,180,0
JR Smith,164,711,15138,154449,3,4,9,16.068,85,41,180,0
JR Smith,164,711,15138,154449,3,4,9,16.349,85,41,180,0
JR Smith,164,711,15138,154449,3,4,9,15.658,85,41,180,0
JR Smith,164,711,15138,154449,3,4,9,16,88.18,41,180,0
JR Smith,164,711,15138,154449,3,4,9,16,86.694,41,180,0
JR Smith,164,711,15138,154449,3,4,9,16,82.901,41,180,0
JR Smith,164,711,15138,154449,3,4,9,16,85.101,41,180,0
JR Smith,164,711,15138,154449,3,4,9,16,81.62,41,180,0
JR Smith,164,711,15138,154449,3,4,9,16,87.529,41,180,0
JR Smith,164,711,15138,154449,3,4,9,16,83.608,41,180,0
JR Smith,164,711,15138,154449,3,4,9,16,87.468,41,180,0
JR Smith,164,711,15138,154449,3,4,9,16,86.369,41,180,0
JR Smith,164,711,15138,154449,3,4,9,16,81.815,41,180,0
JR Smith,164,711,15138,154449,3,4,9,16,85.182,41,180,0
JR Smith,164,711,15138,154449,3,4,9,16,83.196,41,180,0
JR Smith,164,711,15138,154449,3,4,9,16,83.843,41,180,0
JR Smith,164,711,15138,154449,3,4,9,16,83.466,41,180,0
JR Smith,164,711,15138,154449,3,4,9,16,87.33,41,180,0
JR Smith,164,711,15138,154449,3,4,9,16,82.595,41,180,0
JR Smith,164,711,15138,154449,3,4,9,16,84.773,41,180,0
JR Smith,164,711,15138,154449,3,4,9,16,82.014,41,180,0
JR Smith,164,711,15138,154449,3,4,9,16,84.304,41,180,0
JR Smith,164,711,15138,154449,3,4,9,16,84.978,41,180,0
JR Smith,164,711,15138,154449,3,4,9,16,84.037,41,180,0
JR Smith,164,711,15138,154449,3,4,9,16,85.534,41,180,0
JR Smith,164,711,15138,154449,3,4,9,16,85.722,41,180,0
JR Smith,164,711,15138,154449,3,4,9,16,84.198,41,180,0
JR Smith,164,711,15138,154449,3,4,9,16,84.162,41,180,0
JR Smith,164,711,15138,154449,3,4,9,16,88.268,41,180,0
JR Smith,164,711,15138,154449,3,4,9,16,83.796,41,180,0
JR Smith,164,711,15138,154449,3,4,9,16,86.471,41,180,0
JR Smith,164,711,15138,154449,3,4,9,16,90.258,41,180,0
JR Smith,164,711,15138,154449,3,4,9,16,81.793,41,180,0
JR Smith,164,711,15138,154449,3,4,9,16,82.155,41,180,0
JR Smith,164,711,15138,154449,3,4,9,16,86.657,41,180,0
JR Smith,164,711,15138,154449,3,4,9,16,84.958,41,180,0
JR Smith,164,711,15138,154449,3,4,9,16,84.471,41,180,0
JR Smith,164,711,15138,154449,3,4,9,16,82.475,41,180,0
JR Smith,164,711,15138,154449,3,4,9,16,88.457,41,180,0
JR Smith,164,711,15138,154449,3,4,9,16,83.548,41,180,0
JR Smith,164,711,15138,154449,3,4,9,16,83.578,41,180,0
JR Smith,164,711,15138,154449,3,4,9,16,84.175,41,180,0
JR Smith,164,711,15138,154449,3,4,9,16,83.327,41,180,0
JR Smith,164,711,15138,154449,3,4,9,16,85,40.933,180,0
JR Smith,164,711,15138,154449,3,4,9,16,85,41.105,180,0
JR Smith,164,711,15138,154449,3,4,9,16,85,42.61,180,0
JR Smith,164,711,15138,154449,3,4,9,16,85,40.378,180,0
JR Smith,164,711,15138,154449,3,4,9,16,85,41.662,180,0
JR Smith,164,711,15138,154449,3,4,9,16,85,39.974,180,0
JR Smith,164,711,15138,154449,3,4,9,16,85,42.114,180,0
JR Smith,164,711,15138,154449,3,4,9,16,85,41.714,180,0
JR Smith,164,711,15138,154449,3,4,9,16,85,40.155,180,0
JR Smith,164,711,15138,154449,3,4,9,16,85,40.149,180,0
JR Smith,164,711,15138,154449,3,4,9,16,85,42.071,180,0
JR Smith,164,711,15138,154449,3,4,9,16,85,42.378,180,0
JR Smith,164,711,15138,154449,3,4,9,16,85,40.921,180,0
JR Smith,164,711,15138,154449,3,4,9,16,85,41.398,180,0
JR Smith,164,711,15138,154449,3,4,9,16,85,42.715,180,0
JR Smith,164,711,15138,154449,3,4,9,16,85,40.59,180,0
JR Smith,164,711,15138,154449,3,4,9,16,85,40.338,180,0
JR Smith,164,711,15138,154449,3,4,9,16,85,40.974,180,0
JR Smith,164,711,15138,154449,3,4,9,16,85,39.723,180,0
JR Smith,164,711,15138,154449,3,4,9,16,85,41.362,180,0
JR Smith,164,711,15138,154449,3,4,9,16,85,41.238,180,0
JR Smith,164,711,15138,154449,3,4,9,16,85,40.231,180,0
JR Smith,164,711,15138,154449,3,4,9,16,85,41.148,180,0
JR Smith,164,711,15138,154449,3,4,9,16,85,41.397,180,0
JR Smith,164,711,15138,154449,3,4,9,16,85,41.263,180,0
JR Smith,164,711,15138,154449,3,4,9,16,85,40.814,180,0
JR Smith,164,711,15138,154449,3,4,9,16,85,39.807,180,0
JR Smith,164,711,15138,154449,3,4,9,16,85,40.753,180,0
JR Smith,164,711,15138,154449,3,4,9,16,85,40.565,180,0
JR Smith,164,711,15138,154449,3,4,9,16,85,40.79,180,0
JR Smith,164,711,15138,154449,3,4,9,16,85,40.169,180,0
JR Smith,164,711,15138,154449,3,4,9,16,85,41.587,180,0
JR Smith,164,711,15138,154449,3,4,9,16,85,41.595,180,0
JR Smith,164,711,15138,154449,3,4,9,16,85,41.697,180,0
JR Smith,164,711,15138,154449,3,4,9,16,85,41.401,180,0
JR Smith,164,711,15138,154449,3,4,9,16,85,39.838,180,0
JR Smith,164,711,15138,154449,3,4,9,16,85,41.454,180,0
JR Smith,164,711,15138,154449,3,4,9,16,85,41.294,180,0
JR Smith,164,711,15138,154449,3,4,9,16,85,41.136,180,0
JR Smith,164,711,15138,154449,3,4,9,16,85,40.84,180,0
JR Smith,164,711,15138,154449,3,4,9,16,85,41,174.073,0
JR Smith,164,711,15138,154449,3,4,9,16,85,41,179.108,0
JR Smith,164,711,15138,154449,3,4,9,16,85,41,174.437,0
JR Smith,164,711,15138,154449,3,4,9,16,85,41,178.999,0
JR Smith,164,711,15138,154449,3,4,9,16,85,41,184.631,0
JR Smith,164,711,15138,154449,3,4,9,16,85,41,177.605,0
JR Smith,164,711,15138,154449,3,4,9,16,85,41,182.489,0
JR Smith,164,711,15138,154449,3,4,9,16,85,41,182.15,0
JR Smith,164,711,15138,154449,3,4,9,16,85,41,185.832,0
JR Smith,164,711,15138,154449,3,4,9,16,85,41,182.595,0
JR Smith,164,711,15138,154449,3,4,9,16,85,41,181.173,0
JR Smith,164,711,15138,154449,3,4,9,16,85,41,182.378,0
JR Smith,164,711,15138,154449,3,4,9,16,85,41,172.457,0
JR Smith,164,711,15138,154449,3,4,9,16,85,41,175.926,0
JR Smith,164,711,15138,154449,3,4,9,16,85,41,180.786,0
JR Smith,164,711,15138,154449,3,4,9,16,85,41,175.316,0
JR Smith,164,711,15138,154449,3,4,9,16,85,41,178.871,0
JR Smith,164,711,15138,154449,3,4,9,16,85,41,171.567,0
JR Smith,164,711,15138,154449,3,4,9,16,85,41,187.514,0
JR Smith,164,711,15138,154449,3,4,9,16,85,41,174.084,0
JR Smith,164,711,15138,154449,3,4,9,16,85,41,177.26,0
JR Smith,164,711,15138,154449,3,4,9,16,85,41,186.27,0
JR Smith,164,711,15138,154449,3,4,9,16,85,41,185.915,0
JR Smith,164,711,15138,154449,3,4,9,16,85,41,179.905,0
JR Smith,164,711,15138,154449,3,4,9,16,85,41,177.492,0
JR Smith,164,711,15138,154449,3,4,9,16,85,41,166.972,0
JR Smith,164,711,15138,154449,3,4,9,16,85,41,177.43,0
JR Smith,164,711,15138,154449,3,4,9,16,85,41,186.111,0
JR Smith,164,711,15138,154449,3,4,9,16,85,41,177.946,0
JR Smith,164,711,15138,154449,3,4,9,16,85,41,177.129,0
JR Smith,164,711,15138,154449,3,4,9,16,85,41,188.223,0
JR Smith,164,711,15138,154449,3,4,9,16,85,41,183.506,0
JR Smith,164,711,15138,154449,3,4,9,16,85,41,182.594,0
JR Smith,164,711,15138,154449,3,4,9,16,85,41,178.553,0
JR Smith,164,711,15138,154449,3,4,9,16,85,41,179.693,0
JR Smith,164,711,15138,154449,3,4,9,16,85,41,178.671,0
JR Smith,164,711,15138,154449,3,4,9,16,85,41,183.899,0
JR Smith,164,711,15138,154449,3,4,9,16,85,41,174.076,0
JR Smith,164,711,15138,154449,3,4,9,16,85,41,185.964,0
JR Smith,164,711,15138,154449,3,4,9,16,85,41,181.041,0
JR Smith,164,711,15138,154449,3,4,9,16,85,41,180,0
JR Smith,151,438,43218,154449,4.067,3,27,34,27,38,111,0
JR Smith,151,438,43218,154449,4.079,3,27,34,27,38,111,0
JR Smith,151,438,43218,154449,4.004,3,27,34,27,38,111,0
JR Smith,151,438,43218,154449,3.942,3,27,34,27,38,111,0
JR Smith,151,438,43218,154449,4.058,3,27,34,27,38,111,0
JR Smith,151,438,43218,154449,4.158,3,27,34,27,38,111,0
JR Smith,151,438,43218,154449,3.914,3,27,34,27,38,111,0
JR Smith,151,438,43218,154449,4.079,3,27,34,27,38,111,0
JR Smith,151,438,43218,154449,4.077,3,27,34,27,38,111,0
JR Smith,151,438,43218,154449,4.099,3,27,34,27,38,111,0
JR Smith,151,438,43218,154449,4.117,3,27,34,27,38,111,0
JR Smith,151,438,43218,154449,3.887,3,27,34,27,38,111,0
JR Smith,151,438,43218,154449,3.933,3,27,34,27,38,111,0
JR Smith,151,438,43218,154449,3.875,3,27,34,27,38,111,0
JR Smith,151,438,43218,154449,4.039,3,27,34,27,38,111,0
JR Smith,151,438,43218,154449,3.956,3,27,34,27,38,111,0
JR Smith,151,438,43218,154449,3.91,3,27,34,27,38,111,0
JR Smith,151,438,43218,154449,4.019,3,27,34,27,38,111,0
JR Smith,151,438,43218,154449,3.96,3,27,34,27,38,111,0
JR Smith,151,438,43218,154449,4.129,3,27,34,27,38,111,0
JR Smith,151,438,43218,154449,4.098,3,27,34,27,38,111,0
JR Smith,151,438,43218,154449,3.995,3,27,34,27,38,111,0
JR Smith,151,438,43218,154449,4.208,3,27,34,27,38,111,0
JR Smith,151,438,43218,154449,3.924,3,27,34,27,38,111,0
JR Smith,151,438,43218,154449,3.943,3,27,34,27,38,111,0
JR Smith,151,438,43218,154449,4.032,3,27,34,27,38,111,0
JR Smith,151,438,43218,154449,4.021,3,27,34,27,38,111,0
JR Smith,151,438,43218,154449,3.848,3,27,34,27,38,111,0
JR Smith,151,438,43218,154449,3.958,3,27,34,27,38,111,0
JR Smith,151,438,43218,154449,3.971,3,27,34,27,38,111,0
JR Smith,151,438,43218,154449,3.97,3,27,34,27,38,111,0
JR Smith,151,438,43218,154449,3.839,3,27,34,27,38,111,0
JR Smith,151,438,43218,154449,4.021,3,27,34,27,38,111,0
JR Smith,151,438,43218,154449,4.133,3,27,34,27,38,111,0
JR Smith,151,438,43218,154449,3.876,3,27,34,27,38,111,0
JR Smith,151,438,43218,154449,4.044,3,27,34,27,38,111,0
JR Smith,151,438,43218,154449,4.03,3,27,34,27,38,111,0
JR Smith,151,438,43218,154449,4.004,3,27,34,27,38,111,0
JR Smith,151,438,43218,154449,4.031,3,27,34,27,38,111,0
JR Smith,151,438,43218,154449,3.98,3,27,34,27,38,111,0
JR Smith,151,438,43218,154449,4,3.055,27,34,27,38,111,0
JR Smith,151,438,43218,154449,4,3.001,27,34,27,38,111,0
JR Smith,151,438,43218,154449,4,3.038,27,34,27,38,111,0
JR Smith,151,438,43218,154449,4,2.98,27,34,27,38,111,0
JR Smith,151,438,43218,154449,4,2.974,27,34,27,38,111,0
JR Smith,151,438,43218,154449,4,3.053,27,34,27,38,111,0
JR Smith,151,438,43218,154449,4,2.998,27,34,27,38,111,0
JR Smith,151,438,43218,154449,4,2.784,27,34,27,38,111,0
JR Smith,151,438,43218,154449,4,2.997,27,34,27,38,111,0
JR Smith,151,438,43218,154449,4,3.006,27,34,27,38,111,0
JR Smith,151,438,43218,154449,4,2.979,27,34,27,38,111,0
JR Smith,151,438,43218,154449,4,3.074,27,34,27,38,111,0
JR Smith,151,438,43218,154449,4,3.021,27,34,27,38,111,0
JR Smith,151,438,43218,154449,4,3.145,27,34,27,38,111,0
JR Smith,151,438,43218,154449,4,3.001,27,34,27,38,111,0
JR Smith,151,438,43218,154449,4,2.97,27,34,27,38,111,0
JR Smith,151,438,43218,154449,4,3.147,27,34,27,38,111,0
JR Smith,151,438,43218,154449,4,2.983,27,34,27,38,111,0
JR Smith,151,438,43218,154449,4,2.915,27,34,27,38,111,0
JR Smith,151,438,43218,154449,4,3.073,27,34,27,38,111,0
JR Smith,151,438,43218,154449,4,3.042,27,34,27,38,111,0
JR Smith,151,438,43218,154449,4,3.015,27,34,27,38,111,0
JR Smith,151,438,43218,154449,4,3.059,27,34,27,38,111,0
JR Smith,151,438,43218,154449,4,2.979,27,34,27,38,111,0
JR Smith,151,438,43218,154449,4,2.986,27,34,27,38,111,0
JR Smith,151,438,43218,154449,4,2.82,27,34,27,38,111,0
JR Smith,151,438,43218,154449,4,2.975,27,34,27,38,111,0
JR Smith,151,438,43218,154449,4,3.089,27,34,27,38,111,0
JR Smith,151,438,43218,154449,4,3.016,27,34,27,38,111,0
JR Smith,151,438,43218,154449,4,3.106,27,34,27,38,111,0
JR Smith,151,438,43218,154449,4,2.856,27,34,27,38,111,0
JR Smith,151,438,43218,154449,4,3.162,27,34,27,38,111,0
JR Smith,151,438,43218,154449,4,3.125,27,34,27,38,111,0
JR Smith,151,438,43218,154449,4,3.118,27,34,27,38,111,0
JR Smith,151,438,43218,154449,4,3.001,27,34,27,38,111,0
JR Smith,151,438,43218,154449,4,2.994,27,34,27,38,111,0
JR Smith,151,438,43218,154449,4,3.053,27,34,27,38,111,0
JR Smith,151,438,43218,154449,4,2.99,27,34,27,38,111,0
JR Smith,151,438,43218,154449,4,3.131,27,34,27,38,111,0
JR Smith,151,438,43218,154449,4,3.031,27,34,27,38,111,0
JR Smith,151,438,43218,154449,4,3,26.716,34,27,38,111,0
JR Smith,151,438,43218,154449,4,3,26.637,34,27,38,111,0
JR Smith,151,438,43218,154449,4,3,27.725,34,27,38,111,0
JR Smith,151,438,43218,154449,4,3,27.302,34,27,38,111,0
JR Smith,151,438,43218,154449,4,3,28.395,34,27,38,111,0
JR Smith,151,438,43218,154449,4,3,27.196,34,27,38,111,0
JR Smith,151,438,43218,154449,4,3,27.106,34,27,38,111,0
JR Smith,151,438,43218,154449,4,3,26.78,34,27,38,111,0
JR Smith,151,438,43218,154449,4,3,26.485,34,27,38,111,0
JR Smith,151,438,43218,154449,4,3,25.769,34,27,38,111,0
JR Smith,151,438,43218,154449,4,3,27.338,34,27,38,111,0
JR Smith,151,438,43218,154449,4,3,27.723,34,27,38,111,0
JR Smith,151,438,43218,154449,4,3,26.832,34,27,38,111,0
JR Smith,151,438,43218,154449,4,3,27.6,34,27,38,111,0
JR Smith,151,438,43218,154449,4,3,28.543,34,27,38,111,0
JR Smith,151,438,43218,154449,4,3,26.24,34,27,38,111,0
JR Smith,151,438,43218,154449,4,3,27.811,34,27,38,111,0
JR Smith,151,438,43218,154449,4,3,26.046,34,27,38,111,0
JR Smith,151,438,43218,154449,4,3,26.16,34,27,38,111,0
JR Smith,151,438,43218,154449,4,3,26.944,34,27,38,111,0
JR Smith,151,438,43218,154449,4,3,26.732,34,27,38,111,0
JR Smith,151,438,43218,154449,4,3,26.036,34,27,38,111,0
JR Smith,151,438,43218,154449,4,3,27.197,34,27,38,111,0
JR Smith,151,438,43218,154449,4,3,28.189,34,27,38,111,0
JR Smith,151,438,43218,154449,4,3,26.918,34,27,38,111,0
JR Smith,151,438,43218,154449,4,3,26.293,34,27,38,111,0
JR Smith,151,438,43218,154449,4,3,26.655,34,27,38,111,0
JR Smith,151,438,43218,154449,4,3,27.008,34,27,38,111,0
JR Smith,151,438,43218,154449,4,3,26.407,34,27,38,111,0
JR Smith,151,438,43218,154449,4,3,27.932,34,27,38,111,0
JR Smith,151,438,43218,154449,4,3,26.182,34,27,38,111,0
JR Smith,151,438,43218,154449,4,3,26.29,34,27,38,111,0
JR Smith,151,438,43218,154449,4,3,27.322,34,27,38,111,0
JR Smith,151,438,43218,154449,4,3,26.441,34,27,38,111,0
JR Smith,151,438,43218,154449,4,3,26.458,34,27,38,111,0
JR Smith,151,438,43218,154449,4,3,26.897,34,27,38,111,0
JR Smith,151,438,43218,154449,4,3,27.3,34,27,38,111,0
JR Smith,151,438,43218,154449,4,3,26.016,34,27,38,111,0
JR Smith,151,438,43218,154449,4,3,27.417,34,27,38,111,0
JR Smith,151,438,43218,154449,4,3,27.271,34,27,38,111,0
JR Smith,151,438,43218,154449,4,3,27,33.93,27,38,111,0
JR Smith,151,438,43218,154449,4,3,27,34.631,27,38,111,0
JR Smith,151,438,43218,154449,4,3,27,35.681,27,38,111,0
JR Smith,151,438,43218,154449,4,3,27,33.113,27,38,111,0
JR Smith,151,438,43218,154449,4,3,27,34.433,27,38,111,0
JR Smith,151,438,43218,154449,4,3,27,33.982,27,38,111,0
JR Smith,151,438,43218,154449,4,3,27,34.77,27,38,111,0
